ID;Age;Gender;Income;EnrollmentStart;EnrollmentFinish;LastPeriodStart;LastPeriodFinish;DateLastVisit;DaysWithoutFrequency;LifetimeValue;UseByTime;AthleticsActivities;WaterActivities;FitnessActivities;DanceActivities;TeamActivities;RacketActivities;CombatActivities;NatureActivities;SpecialActivities;OtherActivities;NumberOfFrequencies;AttendedClasses;AllowedWeeklyVisitsBySLA;AllowedNumberOfVisitsBySLA;RealNumberOfVisits;NumberOfRenewals;HasReferences;NumberOfReferences;Dropout
11111;17;Male;1050.0;2018-09-14;2019-10-13;2019-07-01;2019-12-31;2019-06-25;110;354.4;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;19;2.0;17.42;0;1;0.0;0;1
11112;24;Male;2820.0;2019-03-04;2019-06-11;2019-01-01;2019-06-30;2019-05-16;26;80.5;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0;7.0;60.97;8;0;0.0;0;1
11113;3;Female;0.0;2014-09-02;2015-09-14;2015-01-01;2015-12-31;2015-07-18;58;394.38;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;9;1.0;8.71;3;1;0.0;0;1
11114;25;Male;;2016-05-05;2018-07-08;2018-01-01;2018-12-31;2018-05-16;53;108.0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0;7.0;60.97;3;3;0.0;0;1
11115;52;Female;5750.0;2016-03-02;2016-07-31;2016-01-01;2016-12-31;2016-06-07;54;229.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0;7.0;60.97;1;0;0.0;0;1
11116;27;Male;1970.0;2015-12-21;2016-07-31;2016-01-01;2016-12-31;2016-07-28;3;273.6;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;37.0;35;2.0;17.42;13;0;0.0;0;1
11117;40;Male;5340.0;2015-11-04;2015-11-04;2019-07-01;2019-12-31;2019-10-31;0;1110.3;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;549.0;1;7.0;60.97;39;4;0.0;0;0
11118;20;Female;1510.0;2017-10-09;2018-07-08;2018-01-01;2018-12-31;2018-05-30;39;100.0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0;7.0;60.97;6;0;0.0;0;1
11119;5;Female;0.0;2019-09-06;2019-10-31;2019-07-01;2019-12-31;2019-09-28;33;120.2;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2;;15.72;3;0;0.0;0;0
11120;35;Female;4070.0;2015-08-28;2016-07-31;2016-01-01;2016-12-31;2016-06-16;45;396.1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;27.0;27;2.0;17.42;2;2;0.0;0;1
11121;20;Male;1910.0;2017-12-05;2018-07-08;2018-01-01;2018-12-31;2018-05-10;59;233.9;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0;7.0;60.97;2;0;0.0;0;1
11122;26;Male;2630.0;2018-03-06;2018-06-07;2018-01-01;2018-06-30;2018-03-26;73;83.4;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0;7.0;60.97;0;0;0.0;0;1
11123;20;Female;1430.0;2014-11-11;2015-09-16;2014-07-01;2014-12-31;2014-11-11;309;44.45;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;7.0;28.98;1;1;0.0;0;1
11124;23;Male;1760.0;2016-03-04;2016-07-31;2016-01-01;2016-12-31;2016-06-30;31;211.6;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;14.0;15;7.0;60.97;7;0;0.0;0;1
11125;58;Female;4490.0;2016-09-28;2017-12-06;2017-07-01;2017-12-31;2017-10-02;65;309.8;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0;0;7.0;60.97;0;1;0.0;0;1
11126;74;Female;7370.0;2018-09-03;2019-06-11;2019-01-01;2019-06-30;2019-05-17;25;291.4;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0;7.0;60.97;7;0;0.0;0;1
11127;51;Male;5270.0;2017-05-08;2018-04-01;2018-01-01;2018-06-30;2018-03-15;17;412.6;0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;98.0;3;7.0;59.01;11;2;0.0;0;1
11128;24;Female;1890.0;2015-04-06;2019-04-11;2019-01-01;2019-06-30;2019-03-29;13;589.7;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;7.0;59.01;9;5;0.0;0;1
11129;45;Male;4420.0;2016-08-31;2017-08-29;2017-01-01;2017-12-31;2017-06-05;85;288.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;0;7.0;30.03;0;2;0.0;0;1
11130;51;Female;4930.0;2016-09-26;2016-12-03;2016-07-01;2016-12-31;2016-11-29;4;118.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0;7.0;30.03;6;0;0.0;0;1
11131;85;Male;8450.0;2015-01-19;2015-09-16;2015-01-01;2015-12-31;2015-07-31;47;331.6;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;40.0;22;2.0;17.42;14;1;0.0;0;1
11132;54;Male;5160.0;2017-09-04;2017-09-04;2018-07-01;2018-12-31;2019-10-31;0;902.7;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;347.0;1;7.0;4.97;0;2;0.0;0;0
11133;23;Female;1790.0;2016-04-06;2017-06-02;2017-01-01;2017-06-30;2017-06-01;1;134.7;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0;7.0;30.03;9;2;0.0;0;1
11134;24;Male;2030.0;2016-05-16;2018-01-07;2017-07-01;2018-06-30;2017-11-28;40;162.2;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0;0;7.0;60.97;13;3;0.0;0;1
11135;22;Male;1680.0;2015-11-06;2019-07-31;2019-01-01;2019-12-31;2019-06-26;35;438.2;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;0;7.0;35.0;3;3;0.0;0;1
11136;29;Male;2930.0;2019-02-07;2019-02-07;2019-07-01;2019-12-31;2019-10-31;0;175.0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;11.0;1;7.0;21.98;1;1;0.0;0;0
11137;19;Female;1490.0;2016-03-21;2016-07-31;2016-01-01;2016-12-31;2016-07-05;26;133.6;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;17.0;16;2.0;17.42;7;0;0.0;0;1
11138;8;Male;0.0;2015-09-14;2019-07-11;2017-01-01;2017-12-31;2017-07-04;737;802.1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.0;74;4.0;34.84;4;3;0.0;0;1
11139;27;Female;2790.0;2015-11-05;2016-08-01;2016-01-01;2016-12-31;2016-07-26;6;239.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;111.0;0;7.0;46.97;19;2;0.0;0;1
11140;20;Female;1380.0;2019-10-07;2019-10-31;2019-07-01;2019-12-31;2019-10-17;14;50.7;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0;;21.98;3;0;0.0;0;0
11141;1;Male;0.0;2019-09-07;2019-10-31;2019-07-01;2019-12-31;2019-10-31;0;120.2;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;8.0;0;;15.42;7;0;0.0;0;0
11142;20;Female;1200.0;2018-11-26;2018-11-26;2019-07-01;2019-12-31;2019-05-13;171;179.7;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0;7.0;31.01;0;1;0.0;0;0
11143;21;Female;1640.0;2017-09-01;2019-07-31;2019-07-01;2019-12-31;2019-05-30;62;568.8;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.0;0;7.0;62.02;0;1;0.0;0;1
11144;51;Male;4360.0;2017-06-26;2018-02-28;2017-07-01;2018-06-30;2018-01-12;47;182.6;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;25;2.0;17.72;2;2;0.0;0;1
11145;18;Female;1030.0;2015-09-29;2016-07-31;2016-01-01;2016-12-31;2016-05-17;75;289.5;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;32.0;32;2.0;17.42;0;0;0.0;0;1
11146;2;Female;0.0;2016-11-04;2017-08-29;2017-01-01;2017-12-31;2017-07-01;59;326.6;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;14;2.0;17.42;3;2;0.0;0;1
11147;14;Female;0.0;2015-02-04;2015-09-16;2015-01-01;2015-12-31;2015-04-28;141;147.6;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;9.0;0;7.0;60.97;0;1;1.0;1;1
11148;22;Male;1890.0;2017-03-01;2017-06-07;2017-01-01;2017-06-30;2017-05-25;13;86.85;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;0;7.0;30.03;5;0;0.0;0;1
11149;10;Male;0.0;2014-08-04;2019-07-01;2018-01-01;2018-12-31;2018-05-04;423;1431.7;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.0;81;2.0;17.42;0;6;0.0;0;1
11150;20;Female;2530.0;2018-02-07;2018-07-08;2018-01-01;2018-12-31;2018-05-21;48;100.0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0;7.0;60.97;3;0;0.0;0;1
11151;17;Female;1650.0;2014-10-04;2018-02-03;2017-01-01;2017-12-31;2017-06-29;219;1321.1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;107.0;97;2.0;17.42;5;3;1.0;1;1
11152;18;Male;1180.0;2018-02-02;2018-07-31;2018-01-01;2018-12-31;2018-05-14;78;180.4;1;0.0;0.0;1.0;0.0;0.0;0.0;;0.0;0.0;0.0;42.0;0;7.0;60.97;2;0;0.0;0;1
11153;18;Male;1460.0;2018-04-27;2019-09-10;2019-07-01;2019-12-31;2019-07-19;53;476.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;58.0;41;6.0;53.16;2;2;0.0;0;1
11154;48;Female;5610.0;2015-03-02;2016-01-04;2015-07-01;2016-06-30;2015-11-19;46;251.1;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0;7.0;60.97;3;2;0.0;0;1
11155;31;Male;3520.0;2017-11-06;2018-07-31;2018-01-01;2018-12-31;2018-07-24;7;203.6;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.0;52;2.0;17.42;8;0;0.0;0;1
11156;24;Female;2380.0;2016-11-04;2017-04-07;2017-01-01;2017-06-30;2017-02-20;46;129.6;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;6;2.0;16.86;4;0;0.0;0;1
11157;30;Male;2100.0;2018-11-07;2018-11-07;2019-07-01;2019-12-31;2019-10-30;1;391.8;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;56.0;0;7.0;59.01;33;1;0.0;0;0
11158;26;Male;1990.0;2015-03-17;2015-09-16;2015-01-01;2016-06-30;2015-06-02;106;181.6;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;0;7.0;240.03;1;1;0.0;0;1
11159;61;Female;6890.0;2018-08-27;2018-08-27;2019-07-01;2019-12-31;2019-10-30;1;536.76;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;30;4.0;28.56;7;2;0.0;0;0
11160;24;Male;2670.0;2015-03-03;2015-09-16;2015-01-01;2015-06-30;2015-03-09;191;29.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0;7.0;28.98;2;1;0.0;0;1
11161;6;Male;0.0;2015-09-09;2015-09-09;2019-07-01;2019-12-31;2019-10-29;2;1634.5;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;137.0;132;4.0;34.84;13;4;0.0;0;0
11162;27;Female;2430.0;2015-05-11;2016-11-24;2016-07-01;2016-12-31;2016-11-08;16;366.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;121.0;0;7.0;30.03;11;2;0.0;0;1
11163;8;Female;0.0;2016-06-29;2019-07-09;2019-01-01;2019-12-31;2019-06-28;11;341.62;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;10;2.0;9.14;4;4;0.0;0;1
11164;26;Male;1910.0;2017-11-29;2017-11-29;2018-07-01;2018-12-31;2018-11-19;346;580.5;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;88.0;0;7.0;56.0;24;2;0.0;0;0
11165;25;Male;1690.0;2019-05-02;2019-06-11;2019-01-01;2019-06-30;2019-05-25;17;50.7;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;8.0;0;7.0;39.97;8;0;0.0;0;1
11166;21;Female;1960.0;2018-04-10;2018-07-08;2018-01-01;2018-12-31;2018-05-25;44;65.4;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0;7.0;60.97;9;0;0.0;0;1
11167;40;Female;4200.0;2019-02-20;2019-02-20;2019-07-01;2019-12-31;2019-10-17;14;234.7;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;0;7.0;60.97;11;1;0.0;0;0
11168;23;Female;1690.0;2016-09-19;2017-01-07;2016-07-01;2017-06-30;2016-11-28;40;69.4;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;0;7.0;60.97;4;0;0.0;0;1
11169;22;Female;1140.0;2018-11-06;2019-04-11;2019-01-01;2019-06-30;2019-03-26;16;96.4;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0;7.0;35.0;3;0;0.0;0;1
11170;15;Male;0.0;2016-10-17;2016-10-17;2018-01-01;2018-12-31;2019-10-26;5;1175.3;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;114.0;89;2.0;17.42;7;3;0.0;0;0
11171;22;Female;1550.0;2015-11-03;2016-04-04;2016-01-01;2016-06-30;2016-02-17;47;71.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0;7.0;59.01;1;0;0.0;0;1
11172;28;Female;2620.0;2018-09-04;2019-03-12;2019-01-01;2019-06-30;2019-02-06;34;88.9;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0;7.0;34.02;1;0;0.0;0;1
11173;21;Female;2050.0;2016-02-29;2018-07-08;2018-01-01;2018-12-31;2018-05-29;40;205.2;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;0;7.0;60.97;4;3;0.0;0;1
11174;53;Female;5280.0;2019-01-02;2019-07-09;2019-01-01;2019-12-31;2019-03-07;124;231.95;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;1;7.0;60.97;0;0;0.0;0;1
11175;20;Male;1730.0;2017-03-06;2017-08-29;2017-01-01;2017-12-31;2017-06-28;62;97.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0;7.0;30.03;8;0;0.0;0;1
11176;16;Female;0.0;2017-08-29;2019-03-12;2019-01-01;2019-06-30;2019-02-12;28;552.0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.0;77;2.0;16.86;6;3;0.0;0;1
11177;22;Female;1830.0;2018-03-20;2018-03-20;2019-07-01;2019-12-31;2019-10-28;3;221.0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;7.0;24.01;6;2;0.0;0;0
11178;25;Male;1890.0;2016-10-04;2016-10-04;2019-07-01;2019-12-31;2019-10-18;13;1051.7;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0;7.0;30.03;2;3;0.0;0;0
11179;20;Female;1440.0;2014-09-27;2016-06-04;2016-01-01;2016-06-30;2015-10-09;239;317.8;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;26.0;0;7.0;60.97;0;1;0.0;0;1
11180;23;Female;2370.0;2015-09-08;2016-04-04;2016-01-01;2016-06-30;2016-02-02;62;128.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0;7.0;59.99;0;0;0.0;0;1
11181;37;Female;3410.0;2015-05-07;2019-10-30;2018-01-01;2018-12-31;2018-07-30;457;1019.55;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;230.0;0;7.0;60.97;12;5;0.0;0;1
11182;22;Male;1340.0;2015-10-05;2016-07-31;2016-01-01;2016-12-31;2016-05-12;80;268.6;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;0;7.0;60.97;0;0;0.0;0;1
11183;10;Male;0.0;2016-02-03;2016-07-31;2016-01-01;2016-12-31;2016-06-08;53;362.6;0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;41.0;27;7.0;60.97;6;0;0.0;0;1
11184;48;Female;5620.0;2015-09-18;2015-09-18;2019-07-01;2019-12-31;2019-10-12;19;1394.64;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;187.0;167;2.0;17.42;5;4;1.0;1;0
11185;16;Female;0.0;2018-09-24;2018-09-24;2019-07-01;2019-12-31;2019-07-02;121;372.4;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;37;2.0;14.86;0;1;0.0;0;0
11186;61;Female;3310.0;2018-04-27;2018-07-08;2018-01-01;2018-12-31;2018-05-30;39;55.4;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0;7.0;60.97;2;0;0.0;0;1
11187;19;Female;2200.0;2016-02-15;2016-06-04;2016-01-01;2016-06-30;2016-03-28;68;98.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0;7.0;60.97;0;0;0.0;0;1
11188;50;Female;5800.0;2015-08-31;2018-07-31;2017-07-01;2017-12-31;2017-09-26;308;308.8;1;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0;7.0;60.97;3;4;0.0;0;1
11189;21;Female;1510.0;2018-03-01;2018-03-01;2019-07-01;2019-12-31;2019-10-28;3;80.5;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0;7.0;30.03;6;2;0.0;0;0
11190;19;Female;1160.0;2015-04-09;2015-09-16;2015-01-01;2015-06-30;2015-05-06;133;37.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0;7.0;28.98;11;1;0.0;0;1
11191;22;Female;1610.0;2015-04-08;2016-06-04;2016-01-01;2016-06-30;2016-04-19;46;217.2;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;0;7.0;60.97;1;2;0.0;0;1
11192;43;Female;4900.0;2019-09-18;2019-10-31;2019-07-01;2019-12-31;2019-10-31;0;57.7;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;30.03;14;0;0.0;0;0
11193;21;Female;1660.0;2015-03-02;2015-09-16;2015-01-01;2015-06-30;2015-04-27;142;45.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0;7.0;28.98;1;1;0.0;0;1
11194;9;Male;0.0;2016-09-29;2016-09-29;2019-07-01;2019-12-31;2019-10-30;1;1088.3;0;0.0;1.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;78.0;56;2.0;17.42;5;3;0.0;0;0
11195;4;Male;0.0;2019-03-09;2019-03-09;2019-07-01;2019-12-31;2019-10-19;12;240.2;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;9;2.0;17.42;6;1;0.0;0;0
11196;21;Female;2290.0;2014-12-03;2016-11-03;2016-07-01;2016-12-31;2016-10-31;3;385.7;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.0;0;7.0;30.03;13;2;0.0;0;1
11197;20;Female;1410.0;2019-01-09;2019-04-11;2019-01-01;2019-06-30;2019-03-11;31;59.5;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0;7.0;31.01;1;0;0.0;0;1
11198;7;Male;0.0;2015-10-06;2016-07-31;2016-01-01;2016-12-31;2016-07-23;8;271.1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;20.0;19;1.0;8.71;3;0;0.0;0;1
11199;24;Female;2010.0;2017-04-28;2018-07-31;2018-01-01;2018-12-31;2018-06-29;32;223.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0;0;7.0;67.97;6;2;0.0;0;1
11200;19;Female;2090.0;2019-04-26;2019-06-11;2019-01-01;2019-06-30;2019-05-20;22;45.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0;7.0;38.99;3;0;0.0;0;1
11201;19;Female;1810.0;2015-10-09;2016-07-08;2016-01-01;2016-12-31;2016-05-27;42;114.5;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0;7.0;60.97;6;0;0.0;0;1
11202;26;Female;1720.0;2018-10-03;2018-11-11;2018-07-01;2018-12-31;2018-10-03;39;47.4;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;7.0;38.99;1;0;0.0;0;1
11203;1;Male;0.0;2019-07-15;2019-07-15;2019-07-01;2019-12-31;2019-10-26;5;252.5;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5;2.0;17.14;5;1;0.0;0;0
11204;54;Female;4490.0;2019-08-01;2019-10-31;2019-07-01;2019-12-31;2019-10-30;1;102.95;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;7;2.0;17.14;7;0;0.0;0;0
11205;26;Female;2350.0;2014-08-07;2018-12-11;2018-07-01;2018-12-31;2015-06-05;1285;585.9;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;13;4.0;34.84;0;5;0.0;0;1
11206;20;Female;1230.0;2019-10-08;2019-10-31;2019-07-01;2019-12-31;2019-10-17;14;50.7;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1;;23.03;3;0;0.0;0;0
11207;26;Male;2420.0;2017-03-10;2017-04-09;2017-01-01;2017-06-30;2017-03-30;10;61.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0;7.0;30.03;2;0;0.0;0;1
11208;42;Female;2850.0;2019-09-27;2019-10-31;2019-07-01;2019-12-31;2019-10-31;0;100.2;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0;;30.03;21;0;0.0;0;0
11209;8;Female;0.0;2014-09-24;2014-09-24;2019-07-01;2019-12-31;2019-10-26;5;1764.6;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;153.0;116;2.0;17.42;2;5;1.0;1;0
11210;3;Female;0.0;2015-03-31;2016-05-04;2016-01-01;2016-06-30;2016-04-02;32;581.2;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;12;2.0;17.42;2;2;0.0;0;1
11211;20;Female;1470.0;2016-09-15;2017-08-29;2017-01-01;2017-12-31;2017-07-03;57;233.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;119.0;0;7.0;30.03;19;2;0.0;0;1
11212;23;Female;2100.0;2016-09-27;2017-02-22;2017-01-01;2017-06-30;2017-02-15;7;125.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;0;7.0;30.03;5;0;0.0;0;1
11213;21;Female;1280.0;2016-03-30;2016-07-31;2016-01-01;2016-12-31;2016-06-15;46;112.85;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0;7.0;67.97;3;0;0.0;0;1
11214;10;Male;0.0;2014-10-07;2015-09-16;2014-07-01;2015-06-30;2014-11-07;313;262.2;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;0;7.0;62.02;0;1;0.0;0;1
11215;3;Male;0.0;2017-09-30;2017-09-30;2019-07-01;2019-12-31;2019-10-26;5;906.5;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;23;2.0;17.42;4;2;0.0;0;0
11216;25;Male;2300.0;2015-09-30;2016-05-05;2016-01-01;2016-06-30;2016-03-10;56;152.0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;0;7.0;60.97;2;0;0.0;0;1
11217;48;Male;4310.0;2019-05-31;2019-07-09;2019-01-01;2019-12-31;2019-06-19;20;71.5;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0;7.0;38.01;3;0;0.0;0;1
11218;75;Male;8050.0;2017-08-29;2017-08-29;2019-07-01;2019-12-31;2019-10-31;0;816.0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;139.0;0;7.0;60.97;24;3;0.0;0;0
11219;21;Male;1760.0;2014-10-01;2015-09-16;2014-07-01;2014-12-31;2014-11-28;292;83.2;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0;7.0;28.98;10;1;0.0;0;1
11220;20;Male;1520.0;2015-12-03;2016-02-29;2015-07-01;2016-06-30;2016-01-19;41;83.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0;7.0;62.02;3;0;0.0;0;1
11221;43;Female;4700.0;2018-11-02;2018-11-02;2019-01-01;2019-06-30;2019-05-22;162;122.5;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0;0;7.0;39.97;10;1;0.0;0;0
11222;23;Male;1850.0;2016-04-01;2019-05-11;2019-01-01;2019-06-30;2019-04-30;11;384.8;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.0;0;7.0;35.98;6;4;0.0;0;1
11223;13;Male;;2016-09-17;2017-08-29;2017-01-01;2017-12-31;2017-06-07;83;353.6;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;20;2.0;17.42;1;2;0.0;0;1
